IP:PORT, LOSS, DELAY
162.159.195.19:7559,10.00%,348 ms
162.159.192.149:500,10.00%,348 ms
188.114.96.132:3854,10.00%,348 ms
162.159.195.34:854,10.00%,348 ms
188.114.97.205:939,10.00%,348 ms
188.114.99.250:1018,10.00%,348 ms
162.159.192.123:1010,10.00%,348 ms
162.159.192.98:988,10.00%,348 ms
188.114.99.223:864,10.00%,348 ms
188.114.97.140:1070,10.00%,348 ms
188.114.98.211:7103,10.00%,348 ms
162.159.195.152:7559,10.00%,348 ms
162.159.192.132:5279,10.00%,348 ms
162.159.195.109:4198,10.00%,348 ms
188.114.98.48:1074,10.00%,348 ms
188.114.96.126:943,10.00%,348 ms
188.114.97.36:955,10.00%,348 ms
188.114.97.182:908,10.00%,348 ms
188.114.99.182:987,10.00%,348 ms
188.114.98.131:987,10.00%,348 ms
188.114.96.194:943,10.00%,348 ms
162.159.195.194:878,10.00%,348 ms
188.114.96.113:5279,10.00%,348 ms
188.114.99.108:8742,10.00%,348 ms
188.114.98.187:968,10.00%,348 ms
188.114.99.4:7152,10.00%,349 ms
188.114.99.13:3476,10.00%,349 ms
188.114.98.245:987,10.00%,349 ms
162.159.192.253:2371,10.00%,349 ms
188.114.96.72:928,10.00%,349 ms
188.114.96.183:908,10.00%,349 ms
188.114.99.33:1387,10.00%,349 ms
162.159.192.231:4500,10.00%,349 ms
188.114.98.131:5956,10.00%,349 ms
188.114.97.245:2371,10.00%,349 ms
162.159.195.120:8886,10.00%,349 ms
162.159.192.67:988,10.00%,349 ms
188.114.97.12:968,10.00%,349 ms
162.159.195.8:928,10.00%,349 ms
188.114.97.240:2371,10.00%,349 ms
188.114.97.227:1070,10.00%,349 ms
188.114.96.222:890,10.00%,349 ms
188.114.98.43:7152,10.00%,349 ms
162.159.192.50:854,10.00%,349 ms
162.159.195.234:1843,10.00%,349 ms
188.114.97.192:8319,10.00%,349 ms
188.114.99.55:864,10.00%,349 ms
188.114.98.146:903,10.00%,349 ms
188.114.97.150:1070,10.00%,350 ms
188.114.96.150:3854,10.00%,350 ms
188.114.97.81:3476,10.00%,350 ms
188.114.97.55:4177,10.00%,350 ms
188.114.98.168:8886,10.00%,350 ms
188.114.98.164:1070,10.00%,350 ms
188.114.96.145:3854,10.00%,350 ms
188.114.98.15:8886,10.00%,350 ms
188.114.99.63:7103,10.00%,350 ms
188.114.96.132:1070,10.00%,350 ms
188.114.99.155:4177,10.00%,350 ms
188.114.96.142:3854,10.00%,350 ms
188.114.98.52:1074,10.00%,350 ms
188.114.99.50:864,10.00%,350 ms
162.159.192.107:894,10.00%,350 ms
162.159.192.166:946,10.00%,350 ms
188.114.99.61:878,10.00%,350 ms
188.114.97.153:1070,10.00%,350 ms
162.159.195.90:968,10.00%,350 ms
188.114.97.144:1070,10.00%,350 ms
188.114.99.149:864,10.00%,350 ms
188.114.96.34:3138,10.00%,350 ms
188.114.98.145:891,10.00%,350 ms
188.114.96.7:1002,10.00%,350 ms
162.159.195.228:1843,10.00%,350 ms
162.159.192.109:1010,10.00%,350 ms
188.114.96.88:928,10.00%,350 ms
188.114.97.238:2408,10.00%,350 ms
188.114.99.227:854,10.00%,350 ms
188.114.99.53:878,10.00%,350 ms
188.114.96.115:859,10.00%,350 ms
188.114.96.235:890,10.00%,351 ms
188.114.98.43:1074,10.00%,351 ms
188.114.97.86:3476,10.00%,351 ms
188.114.97.150:8854,10.00%,351 ms
162.159.195.163:4500,10.00%,351 ms
188.114.99.151:955,10.00%,351 ms
162.159.195.124:946,10.00%,351 ms
188.114.96.207:942,10.00%,351 ms
162.159.195.108:903,10.00%,351 ms
188.114.96.115:5279,10.00%,351 ms
188.114.98.23:955,10.00%,351 ms
188.114.98.245:4233,10.00%,351 ms
188.114.97.245:2408,10.00%,351 ms
162.159.192.120:1002,10.00%,351 ms
162.159.192.61:4198,10.00%,351 ms
188.114.99.154:4177,10.00%,351 ms
162.159.195.128:946,10.00%,351 ms
188.114.98.200:7103,10.00%,351 ms
162.159.195.236:1843,10.00%,351 ms
162.159.195.251:8319,10.00%,351 ms
188.114.97.72:4233,10.00%,351 ms
188.114.96.27:864,10.00%,351 ms
162.159.195.135:2408,10.00%,351 ms
188.114.97.118:934,10.00%,351 ms
188.114.99.188:987,10.00%,351 ms
188.114.98.23:968,10.00%,351 ms
162.159.195.105:903,10.00%,351 ms
188.114.98.37:4177,10.00%,351 ms
162.159.192.194:942,10.00%,351 ms
162.159.192.52:4198,10.00%,351 ms
188.114.96.109:859,10.00%,351 ms
188.114.97.79:908,10.00%,351 ms
188.114.99.235:942,10.00%,351 ms
162.159.195.51:903,10.00%,351 ms
188.114.96.46:1180,10.00%,351 ms
162.159.192.227:934,10.00%,351 ms
162.159.195.34:4198,10.00%,351 ms
188.114.97.108:880,10.00%,351 ms
188.114.99.139:8742,10.00%,351 ms
188.114.99.128:942,10.00%,351 ms
162.159.195.226:1843,10.00%,351 ms
188.114.96.95:939,10.00%,351 ms
162.159.195.144:1010,10.00%,351 ms
162.159.192.203:1018,10.00%,351 ms
188.114.97.36:2408,10.00%,351 ms
188.114.99.8:3476,10.00%,351 ms
188.114.99.247:1018,10.00%,351 ms
188.114.98.100:8886,10.00%,352 ms
162.159.192.65:4198,10.00%,352 ms
162.159.195.233:878,10.00%,352 ms
188.114.99.49:878,10.00%,352 ms
188.114.99.18:1387,10.00%,352 ms
188.114.97.83:3476,10.00%,352 ms
162.159.192.193:4233,10.00%,352 ms
188.114.97.255:987,10.00%,352 ms
162.159.195.252:1010,10.00%,352 ms
188.114.97.142:928,10.00%,352 ms
188.114.96.157:500,10.00%,352 ms
188.114.99.197:2371,10.00%,352 ms
188.114.97.70:4233,10.00%,352 ms
188.114.98.165:8886,10.00%,352 ms
162.159.195.156:4500,10.00%,352 ms
188.114.97.223:1070,10.00%,352 ms
188.114.98.242:4233,10.00%,352 ms
188.114.99.130:942,10.00%,352 ms
162.159.192.93:988,10.00%,352 ms
162.159.195.178:7156,10.00%,352 ms
162.159.195.158:4500,10.00%,352 ms
162.159.195.235:878,10.00%,352 ms
188.114.97.25:2371,10.00%,352 ms
162.159.192.165:864,10.00%,352 ms
188.114.98.39:4177,10.00%,352 ms
188.114.98.177:8854,10.00%,352 ms
188.114.99.139:942,10.00%,352 ms
188.114.98.4:4198,10.00%,352 ms
162.159.192.106:894,10.00%,352 ms
162.159.195.244:4198,10.00%,352 ms
188.114.96.87:928,10.00%,352 ms
188.114.99.162:4177,10.00%,352 ms
188.114.97.77:908,10.00%,352 ms
188.114.96.153:4198,10.00%,352 ms
188.114.96.118:7281,10.00%,352 ms
188.114.98.181:8854,10.00%,352 ms
188.114.96.254:3854,10.00%,352 ms
188.114.98.148:903,10.00%,352 ms
162.159.192.198:903,10.00%,352 ms
188.114.97.149:1070,10.00%,352 ms
188.114.97.69:8319,10.00%,352 ms
188.114.99.13:1387,10.00%,352 ms
188.114.96.22:864,10.00%,352 ms
188.114.97.14:987,10.00%,352 ms
188.114.99.53:864,10.00%,352 ms
188.114.97.135:1070,10.00%,353 ms
188.114.98.99:1002,10.00%,353 ms
188.114.99.45:942,10.00%,353 ms
162.159.195.253:8319,10.00%,353 ms
162.159.195.102:4198,10.00%,353 ms
188.114.96.94:7559,10.00%,353 ms
188.114.97.246:2408,10.00%,353 ms
188.114.96.79:934,10.00%,353 ms
188.114.97.238:2371,10.00%,353 ms
188.114.99.33:3854,10.00%,353 ms
188.114.96.8:1002,10.00%,353 ms
162.159.195.249:1010,10.00%,353 ms
162.159.195.209:1070,10.00%,353 ms
188.114.97.221:1387,10.00%,353 ms
188.114.97.50:4177,10.00%,353 ms
188.114.98.31:968,10.00%,353 ms
162.159.195.33:854,10.00%,353 ms
188.114.97.25:1002,10.00%,353 ms
188.114.98.168:1070,10.00%,353 ms
188.114.99.186:7103,10.00%,353 ms
162.159.192.65:988,10.00%,353 ms
188.114.96.26:864,10.00%,353 ms
188.114.98.98:8886,10.00%,353 ms
188.114.99.112:500,10.00%,353 ms
162.159.192.185:1002,10.00%,353 ms
188.114.97.234:1070,10.00%,353 ms
188.114.98.212:859,10.00%,353 ms
162.159.195.213:1070,10.00%,353 ms
188.114.98.126:987,10.00%,353 ms
188.114.97.110:934,10.00%,353 ms
188.114.97.104:1074,10.00%,353 ms
188.114.96.123:7281,10.00%,354 ms
162.159.192.210:1070,10.00%,354 ms
188.114.97.103:1074,10.00%,354 ms
188.114.98.180:8854,10.00%,354 ms
188.114.99.151:864,10.00%,354 ms
188.114.98.126:5956,10.00%,354 ms
188.114.98.148:4233,10.00%,354 ms
188.114.99.138:8742,10.00%,354 ms
162.159.195.201:890,10.00%,354 ms
188.114.98.4:8886,10.00%,354 ms
162.159.192.177:1002,10.00%,354 ms
188.114.99.200:2371,10.00%,354 ms
188.114.99.148:955,10.00%,354 ms
162.159.195.254:1010,10.00%,354 ms
188.114.99.180:987,10.00%,354 ms
162.159.195.131:8886,10.00%,354 ms
188.114.96.97:7559,10.00%,354 ms
188.114.97.140:928,10.00%,354 ms
188.114.99.210:1701,10.00%,354 ms
188.114.98.22:968,10.00%,354 ms
188.114.96.136:1070,10.00%,354 ms
188.114.96.102:5279,10.00%,354 ms
188.114.96.225:4198,10.00%,354 ms
162.159.195.11:928,10.00%,354 ms
188.114.97.232:1070,10.00%,354 ms
162.159.195.79:968,10.00%,354 ms
188.114.99.30:1387,10.00%,354 ms
188.114.98.91:7156,10.00%,354 ms
188.114.99.21:1387,10.00%,354 ms
188.114.98.21:955,10.00%,354 ms
188.114.97.230:1070,10.00%,354 ms
162.159.192.56:4198,10.00%,354 ms
188.114.99.19:3476,10.00%,354 ms
188.114.99.134:8742,10.00%,354 ms
188.114.99.120:7152,10.00%,354 ms
188.114.98.47:1074,10.00%,354 ms
188.114.96.231:890,10.00%,354 ms
162.159.195.1:7156,10.00%,354 ms
188.114.99.127:8742,10.00%,354 ms
188.114.99.158:4177,10.00%,354 ms
188.114.97.230:891,10.00%,354 ms
188.114.96.13:1002,10.00%,354 ms
162.159.195.215:4177,10.00%,354 ms
188.114.97.144:8854,10.00%,354 ms
188.114.99.175:2506,10.00%,354 ms
188.114.96.130:1070,10.00%,354 ms
188.114.99.230:864,10.00%,354 ms
162.159.192.110:1010,10.00%,354 ms
188.114.99.124:500,10.00%,354 ms
188.114.98.105:8886,10.00%,354 ms
188.114.96.225:890,10.00%,354 ms
188.114.97.118:880,10.00%,354 ms
188.114.99.97:3854,10.00%,354 ms
188.114.98.38:4177,10.00%,354 ms
162.159.192.53:4198,10.00%,354 ms
162.159.192.183:500,10.00%,354 ms
188.114.99.170:8742,10.00%,355 ms
188.114.99.153:1010,10.00%,355 ms
162.159.195.167:7156,10.00%,355 ms
188.114.97.156:1070,10.00%,355 ms
188.114.99.144:864,10.00%,355 ms
188.114.96.88:894,10.00%,355 ms
188.114.98.166:8886,10.00%,355 ms
162.159.195.76:5279,10.00%,355 ms
188.114.97.252:987,10.00%,355 ms
188.114.97.91:891,10.00%,355 ms
188.114.96.117:7281,10.00%,355 ms
188.114.99.189:7103,10.00%,355 ms
188.114.98.159:1070,10.00%,355 ms
188.114.99.124:7152,10.00%,355 ms
188.114.99.48:864,10.00%,355 ms
162.159.195.21:3476,10.00%,355 ms
188.114.96.218:1002,10.00%,355 ms
188.114.97.111:934,10.00%,355 ms
188.114.96.219:4198,10.00%,355 ms
188.114.96.6:1018,10.00%,355 ms
188.114.98.129:987,10.00%,355 ms
162.159.195.245:1018,10.00%,355 ms
188.114.97.24:2371,10.00%,355 ms
188.114.96.144:500,10.00%,355 ms
162.159.192.89:988,10.00%,355 ms
188.114.96.76:7156,10.00%,355 ms
188.114.96.23:864,10.00%,355 ms
162.159.192.72:4198,10.00%,355 ms
162.159.192.90:988,10.00%,355 ms
162.159.192.235:4500,10.00%,355 ms
162.159.195.136:2408,10.00%,355 ms
162.159.195.105:4198,10.00%,355 ms
188.114.99.20:1387,10.00%,355 ms
162.159.195.206:878,10.00%,355 ms
162.159.195.4:7103,10.00%,355 ms
188.114.96.220:4198,10.00%,355 ms
188.114.96.108:859,10.00%,355 ms
162.159.192.242:2408,10.00%,355 ms
162.159.192.70:4198,10.00%,355 ms
162.159.192.189:4233,10.00%,355 ms
162.159.195.68:5279,10.00%,355 ms
188.114.98.127:987,10.00%,355 ms
162.159.195.2:7156,10.00%,355 ms
162.159.192.61:988,10.00%,356 ms
188.114.99.19:1387,10.00%,356 ms
162.159.192.219:7152,10.00%,356 ms
162.159.195.33:4198,10.00%,356 ms
162.159.195.79:987,10.00%,356 ms
188.114.97.117:880,10.00%,356 ms
188.114.98.10:8886,10.00%,356 ms
188.114.97.10:968,10.00%,356 ms
188.114.99.226:864,10.00%,356 ms
188.114.99.138:942,10.00%,356 ms
188.114.99.29:3854,10.00%,356 ms
162.159.195.242:4198,10.00%,356 ms
162.159.195.52:903,10.00%,356 ms
188.114.99.50:878,10.00%,356 ms
188.114.96.126:7281,10.00%,356 ms
188.114.98.32:4177,10.00%,356 ms
188.114.97.143:1070,10.00%,356 ms
188.114.98.69:5279,10.00%,356 ms
162.159.195.100:903,10.00%,356 ms
162.159.192.86:988,10.00%,356 ms
188.114.98.166:1070,10.00%,356 ms
188.114.99.117:7152,10.00%,356 ms
188.114.96.120:7281,10.00%,356 ms
162.159.195.205:890,10.00%,356 ms
188.114.98.8:4198,10.00%,356 ms
162.159.192.122:1010,10.00%,357 ms
188.114.97.31:1002,10.00%,357 ms
188.114.97.63:8319,10.00%,357 ms
162.159.195.2:7103,10.00%,357 ms
162.159.192.91:988,10.00%,357 ms
162.159.192.228:7152,10.00%,357 ms
162.159.192.244:1701,10.00%,357 ms
188.114.96.119:943,10.00%,357 ms
188.114.97.22:2371,10.00%,358 ms
188.114.97.151:1070,10.00%,358 ms
162.159.192.223:934,10.00%,358 ms
162.159.195.170:7156,10.00%,358 ms
162.159.192.225:7152,10.00%,358 ms
188.114.96.172:908,10.00%,358 ms
188.114.99.162:1010,10.00%,358 ms
162.159.195.207:1070,10.00%,358 ms
162.159.195.244:1018,10.00%,358 ms
188.114.98.191:968,10.00%,358 ms
188.114.97.40:955,10.00%,358 ms
188.114.96.148:3854,10.00%,358 ms
188.114.96.59:4177,10.00%,359 ms
188.114.99.159:1010,10.00%,359 ms
188.114.97.250:987,10.00%,359 ms
188.114.98.44:7152,10.00%,359 ms
188.114.96.151:500,10.00%,360 ms
188.114.97.17:2371,10.00%,360 ms
188.114.96.211:3476,10.00%,360 ms
188.114.96.120:943,10.00%,360 ms
188.114.98.113:988,10.00%,360 ms
162.159.195.156:7559,10.00%,360 ms
188.114.96.221:4198,10.00%,360 ms
162.159.195.224:878,10.00%,360 ms
188.114.97.130:2408,10.00%,360 ms
188.114.98.173:1018,10.00%,361 ms
162.159.195.78:968,10.00%,361 ms
188.114.99.66:7103,10.00%,361 ms
188.114.96.239:859,10.00%,361 ms
188.114.99.76:5956,10.00%,361 ms
188.114.97.23:1002,10.00%,361 ms
188.114.98.2:943,10.00%,361 ms
162.159.195.160:7559,10.00%,362 ms
188.114.97.28:1002,10.00%,362 ms
162.159.192.99:988,10.00%,362 ms
162.159.195.15:8319,10.00%,362 ms
188.114.98.140:891,10.00%,362 ms
162.159.192.105:894,10.00%,362 ms
188.114.96.246:945,10.00%,362 ms
188.114.98.75:878,10.00%,362 ms
188.114.98.233:908,10.00%,362 ms
188.114.97.210:939,10.00%,362 ms
188.114.97.219:939,10.00%,362 ms
188.114.99.111:500,10.00%,362 ms
188.114.97.218:939,10.00%,363 ms
162.159.195.186:894,10.00%,363 ms
188.114.97.195:8319,10.00%,363 ms
188.114.99.10:3476,10.00%,363 ms
188.114.96.196:942,10.00%,363 ms
188.114.99.103:7103,10.00%,363 ms
188.114.97.69:4233,10.00%,363 ms
162.159.195.23:3476,10.00%,363 ms
188.114.99.207:1701,10.00%,363 ms
188.114.97.33:955,10.00%,363 ms
162.159.192.251:1014,10.00%,363 ms
188.114.98.195:500,10.00%,364 ms
188.114.99.107:7103,10.00%,364 ms
188.114.97.184:2408,10.00%,364 ms
188.114.96.134:3854,10.00%,364 ms
162.159.195.180:7156,10.00%,364 ms
188.114.96.70:928,10.00%,364 ms
188.114.97.80:908,10.00%,364 ms
162.159.195.62:1018,10.00%,364 ms
188.114.97.236:891,10.00%,365 ms
162.159.195.43:4198,10.00%,365 ms
162.159.195.12:8319,10.00%,365 ms
188.114.98.192:968,10.00%,365 ms
188.114.99.66:878,10.00%,365 ms
188.114.96.156:500,10.00%,365 ms
188.114.99.225:864,10.00%,365 ms
162.159.195.24:7559,10.00%,365 ms
188.114.97.87:3476,10.00%,365 ms
188.114.96.166:4198,10.00%,365 ms
188.114.96.228:4198,10.00%,366 ms
162.159.195.160:4500,10.00%,366 ms
162.159.195.121:8886,10.00%,366 ms
188.114.96.187:928,10.00%,366 ms
188.114.97.40:2408,10.00%,366 ms
188.114.99.207:854,10.00%,366 ms
188.114.98.68:4233,10.00%,366 ms
188.114.96.156:4198,10.00%,366 ms
188.114.96.25:864,10.00%,366 ms
162.159.195.41:4198,10.00%,366 ms
188.114.99.217:854,10.00%,367 ms
188.114.96.25:946,10.00%,367 ms
188.114.99.71:878,10.00%,367 ms
162.159.195.190:3138,10.00%,367 ms
188.114.97.196:939,10.00%,367 ms
188.114.99.87:5956,10.00%,367 ms
188.114.96.243:859,10.00%,367 ms
188.114.99.3:7156,10.00%,367 ms
188.114.98.56:5279,10.00%,367 ms
162.159.195.60:1018,10.00%,367 ms
188.114.97.162:3854,10.00%,367 ms
188.114.97.105:1018,10.00%,367 ms
188.114.99.238:2408,10.00%,368 ms
162.159.195.193:894,10.00%,368 ms
188.114.98.123:987,10.00%,368 ms
188.114.97.236:1070,10.00%,368 ms
188.114.99.25:1387,10.00%,368 ms
188.114.96.93:939,10.00%,368 ms
162.159.195.214:1070,10.00%,368 ms
188.114.97.162:7152,10.00%,368 ms
188.114.99.145:864,10.00%,368 ms
162.159.192.116:1002,10.00%,369 ms
188.114.99.60:7103,10.00%,369 ms
188.114.98.244:4233,10.00%,369 ms
188.114.99.133:8742,10.00%,369 ms
162.159.192.85:4198,10.00%,369 ms
188.114.96.210:943,10.00%,369 ms
188.114.96.121:943,10.00%,369 ms
188.114.96.179:908,10.00%,369 ms
188.114.97.239:2408,10.00%,369 ms
162.159.192.127:5279,10.00%,369 ms
188.114.97.243:2408,10.00%,369 ms
188.114.98.124:987,10.00%,369 ms
162.159.195.12:928,10.00%,369 ms
188.114.97.101:1074,10.00%,369 ms
188.114.97.92:891,10.00%,369 ms
188.114.98.101:1002,10.00%,370 ms
188.114.97.105:1074,10.00%,370 ms
162.159.192.104:894,10.00%,370 ms
162.159.195.214:4177,10.00%,370 ms
188.114.97.16:987,10.00%,370 ms
162.159.195.84:987,10.00%,370 ms
188.114.97.139:928,10.00%,370 ms
188.114.96.230:890,10.00%,371 ms
162.159.195.137:943,10.00%,371 ms
188.114.96.15:1002,10.00%,371 ms
188.114.96.43:4198,10.00%,371 ms
188.114.99.152:955,10.00%,371 ms
188.114.98.107:8886,10.00%,371 ms
162.159.195.133:2408,10.00%,371 ms
162.159.195.241:4198,10.00%,371 ms
188.114.96.86:894,10.00%,371 ms
162.159.195.60:7156,10.00%,371 ms
188.114.96.78:934,10.00%,371 ms
188.114.96.127:7281,10.00%,372 ms
162.159.195.126:8886,10.00%,372 ms
162.159.192.98:4198,10.00%,372 ms
188.114.99.118:500,10.00%,372 ms
188.114.96.129:943,10.00%,372 ms
188.114.99.118:7152,10.00%,372 ms
188.114.96.91:939,10.00%,372 ms
162.159.195.8:8319,10.00%,372 ms
188.114.97.8:987,10.00%,372 ms
188.114.97.124:1070,10.00%,372 ms
162.159.192.109:1002,10.00%,372 ms
188.114.98.5:4198,10.00%,372 ms
188.114.97.89:908,10.00%,372 ms
188.114.97.190:8319,10.00%,372 ms
188.114.97.233:891,10.00%,373 ms
188.114.99.179:7103,10.00%,373 ms
188.114.97.145:1070,10.00%,373 ms
188.114.98.155:4233,10.00%,373 ms
188.114.96.227:4198,10.00%,373 ms
188.114.97.46:8319,10.00%,373 ms
188.114.97.212:1387,10.00%,373 ms
162.159.195.211:4177,10.00%,374 ms
188.114.98.235:943,10.00%,374 ms
188.114.97.102:1018,10.00%,374 ms
162.159.192.168:864,10.00%,374 ms
188.114.97.121:1070,10.00%,374 ms
162.159.195.190:894,10.00%,374 ms
188.114.97.146:8854,10.00%,374 ms
188.114.97.248:943,10.00%,374 ms
188.114.97.93:3476,10.00%,374 ms
188.114.98.56:4233,10.00%,374 ms
188.114.99.179:987,10.00%,374 ms
188.114.97.85:908,10.00%,374 ms
188.114.99.169:8742,10.00%,374 ms
188.114.98.133:8742,10.00%,374 ms
188.114.99.12:3476,10.00%,375 ms
188.114.99.12:1387,10.00%,375 ms
188.114.99.171:8742,10.00%,375 ms
162.159.195.87:987,10.00%,375 ms
188.114.96.127:943,10.00%,375 ms
188.114.96.242:859,10.00%,375 ms
188.114.99.154:1010,10.00%,375 ms
188.114.98.1:987,10.00%,375 ms
162.159.195.179:7156,10.00%,375 ms
188.114.96.86:928,10.00%,375 ms
188.114.98.240:4233,10.00%,375 ms
188.114.98.248:4233,10.00%,375 ms
162.159.192.68:4198,10.00%,375 ms
162.159.192.84:988,10.00%,376 ms
188.114.99.1:7156,10.00%,376 ms
188.114.96.247:945,10.00%,376 ms
188.114.97.146:1070,10.00%,376 ms
188.114.99.161:4177,10.00%,376 ms
188.114.96.37:943,10.00%,376 ms
162.159.195.216:4177,10.00%,376 ms
188.114.97.215:939,10.00%,377 ms
188.114.97.233:1070,10.00%,377 ms
188.114.96.137:1070,10.00%,377 ms
162.159.195.208:1070,10.00%,377 ms
188.114.96.247:859,10.00%,377 ms
188.114.97.122:1070,10.00%,377 ms
162.159.192.240:4500,10.00%,378 ms
162.159.192.250:1701,10.00%,378 ms
162.159.192.217:934,10.00%,379 ms
188.114.97.251:943,10.00%,381 ms
188.114.97.253:987,10.00%,382 ms
188.114.96.53:1180,20.00%,386 ms
162.159.195.163:7559,20.00%,387 ms
162.159.195.42:854,20.00%,388 ms
188.114.98.227:943,20.00%,389 ms
188.114.96.178:7281,20.00%,389 ms
188.114.97.41:1002,20.00%,390 ms
162.159.195.42:4198,20.00%,391 ms
188.114.96.31:946,20.00%,391 ms
162.159.192.162:864,20.00%,392 ms
162.159.195.54:859,20.00%,392 ms
188.114.97.53:4177,20.00%,392 ms
162.159.195.35:854,20.00%,392 ms
188.114.96.185:894,20.00%,393 ms
188.114.96.195:942,20.00%,393 ms
188.114.98.51:7152,20.00%,393 ms
162.159.195.25:7559,20.00%,393 ms
188.114.99.216:864,20.00%,394 ms
188.114.99.244:1018,20.00%,394 ms
188.114.97.74:8319,20.00%,394 ms
188.114.96.182:7281,20.00%,394 ms
188.114.99.214:854,20.00%,394 ms
188.114.99.95:3854,20.00%,395 ms
162.159.192.112:1010,20.00%,395 ms
188.114.99.95:945,20.00%,395 ms
188.114.99.104:7103,20.00%,395 ms
188.114.99.202:2371,20.00%,395 ms
162.159.195.176:7156,20.00%,395 ms
162.159.195.28:7559,20.00%,396 ms
188.114.97.34:2408,20.00%,396 ms
188.114.97.194:2408,20.00%,396 ms
188.114.99.109:7103,20.00%,396 ms
188.114.98.175:1018,20.00%,396 ms
188.114.98.62:4233,20.00%,396 ms
162.159.192.58:4198,20.00%,396 ms
188.114.96.19:946,20.00%,397 ms
188.114.97.164:7152,20.00%,397 ms
162.159.192.182:500,20.00%,398 ms
188.114.96.190:928,20.00%,398 ms
188.114.99.57:878,20.00%,398 ms
188.114.96.47:1180,20.00%,398 ms
188.114.99.224:864,20.00%,398 ms
188.114.96.147:3854,20.00%,398 ms
162.159.195.32:3476,20.00%,398 ms
162.159.195.141:2408,20.00%,398 ms
188.114.96.14:1002,20.00%,398 ms
188.114.98.33:878,20.00%,398 ms
162.159.195.132:8886,20.00%,398 ms
188.114.97.181:1387,20.00%,398 ms
188.114.96.147:500,20.00%,399 ms
162.159.195.203:890,20.00%,399 ms
188.114.97.194:8319,20.00%,399 ms
188.114.99.224:854,20.00%,399 ms
188.114.97.179:1387,20.00%,399 ms
162.159.195.195:890,20.00%,399 ms
188.114.98.194:968,20.00%,399 ms
188.114.96.19:864,20.00%,399 ms
188.114.96.240:945,20.00%,399 ms
188.114.99.231:942,20.00%,399 ms
188.114.97.170:7152,20.00%,400 ms
188.114.99.57:864,20.00%,400 ms
188.114.96.149:500,20.00%,400 ms
162.159.195.171:7156,20.00%,400 ms
162.159.192.113:1002,20.00%,400 ms
188.114.97.173:1387,20.00%,400 ms
162.159.192.125:5279,20.00%,400 ms
188.114.99.202:3138,20.00%,400 ms
162.159.195.54:903,20.00%,400 ms
162.159.195.213:4177,20.00%,400 ms
188.114.96.35:3138,20.00%,400 ms
188.114.96.128:943,20.00%,400 ms
188.114.98.94:8742,20.00%,400 ms
162.159.195.7:8319,20.00%,401 ms
162.159.192.246:2408,20.00%,401 ms
188.114.97.138:1070,20.00%,401 ms
188.114.96.89:928,20.00%,401 ms
188.114.97.158:7152,20.00%,401 ms
188.114.99.52:864,20.00%,401 ms
162.159.195.50:903,20.00%,401 ms
162.159.192.71:988,20.00%,401 ms
188.114.97.156:8854,20.00%,401 ms
188.114.98.196:968,20.00%,401 ms
188.114.96.176:7281,20.00%,402 ms
188.114.98.26:955,20.00%,402 ms
162.159.192.142:5279,20.00%,402 ms
162.159.195.113:946,20.00%,402 ms
188.114.98.237:943,20.00%,402 ms
188.114.98.237:908,20.00%,402 ms
162.159.195.147:2408,20.00%,402 ms
162.159.192.71:4198,20.00%,402 ms
188.114.98.3:943,20.00%,402 ms
188.114.97.148:1070,20.00%,402 ms
162.159.192.111:1002,20.00%,403 ms
188.114.98.83:7156,20.00%,403 ms
162.159.192.156:8854,20.00%,403 ms
162.159.192.232:4500,20.00%,403 ms
188.114.99.222:854,20.00%,403 ms
188.114.97.133:1070,20.00%,403 ms
188.114.97.170:3854,20.00%,403 ms
188.114.96.105:859,20.00%,403 ms
188.114.96.128:7281,20.00%,403 ms
188.114.97.237:2408,20.00%,403 ms
188.114.99.94:3854,20.00%,403 ms
188.114.98.41:4177,20.00%,403 ms
188.114.98.241:987,20.00%,404 ms
188.114.98.18:955,20.00%,404 ms
188.114.97.18:2371,20.00%,404 ms
188.114.98.67:5279,20.00%,404 ms
188.114.99.136:942,20.00%,404 ms
188.114.99.23:1387,20.00%,404 ms
162.159.195.140:2408,20.00%,404 ms
188.114.97.242:2408,20.00%,404 ms
188.114.98.172:1018,20.00%,404 ms
188.114.99.23:3854,20.00%,404 ms
162.159.192.218:934,20.00%,404 ms
188.114.97.131:2408,20.00%,404 ms
162.159.192.107:7559,20.00%,404 ms
162.159.195.44:4198,20.00%,404 ms
188.114.98.138:891,20.00%,404 ms
188.114.98.122:987,20.00%,404 ms
188.114.97.107:934,20.00%,404 ms
188.114.97.103:1018,20.00%,405 ms
188.114.99.249:1018,20.00%,405 ms
162.159.192.169:946,20.00%,405 ms
162.159.192.59:4198,20.00%,405 ms
188.114.97.126:2408,20.00%,405 ms
162.159.195.57:7156,20.00%,405 ms
188.114.97.247:987,20.00%,405 ms
188.114.99.249:878,20.00%,405 ms
188.114.96.255:3854,20.00%,405 ms
162.159.192.139:880,20.00%,405 ms
162.159.195.220:4177,20.00%,405 ms
188.114.98.152:903,20.00%,405 ms
162.159.192.97:988,20.00%,405 ms
188.114.97.54:943,20.00%,405 ms
162.159.192.238:7156,20.00%,405 ms
188.114.97.106:1074,20.00%,405 ms
188.114.96.164:4198,20.00%,405 ms
188.114.97.88:908,20.00%,405 ms
162.159.195.168:934,20.00%,405 ms
188.114.98.139:891,20.00%,406 ms
188.114.99.177:2506,20.00%,406 ms
